SSN,LotID,PanelID,Product,Config,ProcessDate,EqpID,Chamber,Slot,Recipe,Anneal_Temp,O2_Flow,Etch_Time,Pressure,RF_Power,Gas_Ratio,Thickness_Pre,CD_Pre
SSN2026000353,LOT0037,PNL00113,OLED_B,CFG_STD,2026-01-21,EQP05,CH1,4,RCP_A,478.39,91.87,54.16,1.607,479.19,1.0203,677.83,51.287
SSN2026000354,LOT0083,PNL00075,OLED_C,CFG_STD,2026-01-31,EQP03,CH1,7,RCP_A,521.14,72.13,65.82,1.435,456.24,1.1174,720.5,50.14
SSN2026000355,LOT0085,PNL00596,OLED_C,CFG_STD,2026-01-03,EQP02,CH4,12,RCP_B,511.6,80.04,60.46,1.4903,452.88,1.1281,659.2,50.388
SSN2026000356,LOT0013,PNL00263,OLED_A,CFG_STD,2026-01-29,EQP05,,3,RCP_A,517.63,78.9,50.75,1.3961,527.22,1.133,705.74,56.362
SSN2026000357,LOT0076,PNL00409,OLED_A,CFG_STD,2026-02-18,EQP04,CH3,11,RCP_C,511.04,76.42,61.94,1.4404,497.02,1.0853,744.89,51.022
SSN2026000358,LOT0008,PNL00367,OLED_A,CFG_HIGH,2026-03-22,EQP02,CH1,7,RCP_B,500.63,83.98,56.92,1.6839,484.17,1.0299,675.98,52.028
SSN2026000359,LOT0064,PNL00514,OLED_A,CFG_HIGH,2026-02-28,EQP01,CH2,12,RCP_A,490.36,85.55,55.19,1.4499,459.59,1.0249,671.62,51.961
SSN2026000360,LOT0072,PNL00518,OLED_B,CFG_STD,2026-01-09,EQP03,CH2,5,RCP_A,515.49,85.46,53.7,1.593,419.8,1.0105,715.3,52.62
SSN2026000361,LOT0076,PNL00207,OLED_C,CFG_STD,2026-02-07,EQP04,CH4,12,RCP_B,508.15,74.19,89.5,1.3158,494.46,0.8566,743.3,50.593
SSN2026000362,LOT0019,PNL00593,OLED_C,CFG_HIGH,2026-03-11,EQP05,CH2,8,RCP_B,527.98,68.83,49.19,1.5537,460.05,1.0875,717.81,53.869
SSN2026000363,LOT0076,PNL00260,OLED_B,CFG_HIGH,2026-02-03,EQP01,CH4,9,RCP_A,502.15,84.1,55.39,1.6601,434.8,1.0496,664.29,52.343
SSN2026000364,LOT0010,PNL00584,OLED_B,CFG_STD,2026-02-20,EQP03,CH3,7,RCP_C,516.37,77.95,60.66,1.4495,446.49,1.096,669.6,49.054
SSN2026000365,LOT0045,PNL00283,OLED_C,CFG_STD,2026-03-30,EQP05,CH1,6,RCP_A,511.77,96.71,68.68,1.4205,421.18,1.0206,712.35,51.296
SSN2026000366,LOT0040,PNL00078,OLED_C,CFG_HIGH,2026-01-13,EQP04,CH2,7,,509.61,97.08,63.05,1.4412,492.01,1.0832,681.7,51.173
SSN2026000367,LOT0027,PNL00532,OLED_A,CFG_HIGH,2026-02-12,EQP01,CH1,11,RCP_A,499.02,97.93,55.35,1.1566,478.91,0.9198,713.28,51.085
SSN2026000368,LOT0002,PNL00022,OLED_B,CFG_STD,2026-02-24,EQP05,CH2,10,RCP_B,516.72,74.48,68.41,1.4786,461.36,0.9365,714.7,52.468
SSN2026000369,LOT0066,PNL00540,OLED_C,CFG_STD,2026-03-13,EQP04,CH3,1,RCP_B,532.09,,52.55,1.7269,453.5,0.8319,698.25,52.706
SSN2026000370,LOT0029,PNL00031,OLED_A,CFG_LOW,2026-03-17,EQP03,CH2,9,RCP_C,499.13,88.97,61.46,1.4001,431.18,1.0193,753.55,52.482
SSN2026000371,LOT0057,PNL00145,OLED_A,CFG_STD,2026-01-26,EQP04,CH1,11,RCP_A,513.5,88.07,62.68,1.8842999999999999,380.45,0.9682,724.17,52.144
SSN2026000372,LOT0035,PNL00422,OLED_C,CFG_LOW,2026-02-12,EQP04,CH3,9,RCP_C,500.74,79.16,55.15,1.1902,405.55,0.9577,739.08,51.663
SSN2026000373,LOT0032,PNL00659,OLED_C,CFG_STD,2026-03-16,EQP02,CH3,6,RCP_B,514.99,92.23,63.84,1.4043,429.01,1.0568,732.09,47.413
SSN2026000374,LOT0076,PNL00286,OLED_C,CFG_STD,2026-03-17,EQP04,CH2,5,RCP_A,532.57,82.0,57.17,1.6628,423.75,0.996,706.4,52.978
SSN2026000375,LOT0009,PNL00085,OLED_B,CFG_STD,2026-03-16,EQP02,CH3,9,RCP_A,524.23,83.02,63.82,1.5941,465.13,0.9154,705.33,52.428
SSN2026000376,LOT0063,PNL00163,OLED_A,CFG_STD,2026-03-02,EQP02,CH1,8,RCP_A,506.27,69.7,49.88,1.3643,483.4,1.2336,702.86,49.629
SSN2026000377,LOT0064,PNL00627,OLED_A,CFG_LOW,2026-01-25,EQP03,CH3,5,RCP_C,503.43,87.16,61.84,1.3943,450.5,1.027,726.35,52.033
SSN2026000378,LOT0033,PNL00508,OLED_B,CFG_STD,2026-02-03,EQP01,CH2,5,RCP_A,493.77,79.92,57.73,1.5165,504.31,0.9433,694.39,52.731
SSN2026000379,LOT0023,PNL00071,OLED_B,CFG_LOW,2026-03-01,EQP04,CH2,5,RCP_A,502.23,85.72,66.32,1.3765,427.6,0.9764,751.4,53.725
SSN2026000380,LOT0001,PNL00270,OLED_B,CFG_STD,2026-01-23,EQP03,CH1,1,RCP_B,517.95,83.88,59.76,1.3595,450.26,1.0161,692.1,52.47
SSN2026000381,LOT0080,PNL00185,OLED_B,CFG_LOW,2026-03-03,EQP04,CH3,1,RCP_C,513.61,,66.87,1.4509,453.22,1.016,715.15,52.111
SSN2026000382,LOT0081,PNL00125,OLED_A,CFG_LOW,2026-02-16,EQP01,CH3,1,RCP_B,524.99,81.63,62.79,1.6687,493.23,1.1342,704.5,53.299
SSN2026000383,LOT0021,PNL00592,OLED_B,CFG_STD,2026-02-09,EQP03,CH2,6,RCP_B,495.25,88.29,59.3,1.671,458.71,1.0236,699.18,50.918
SSN2026000384,LOT0003,PNL00432,OLED_A,CFG_STD,2026-02-01,EQP03,CH4,7,RCP_A,520.63,80.41,64.33,1.625,459.67,1.1784,762.14,52.283
SSN2026000385,LOT0011,PNL00126,OLED_A,CFG_HIGH,2026-03-11,EQP01,CH4,5,RCP_C,498.58,70.36,64.37,1.2836,397.08,0.9954,699.46,50.32
SSN2026000386,LOT0006,PNL00455,OLED_A,CFG_STD,2026-02-11,EQP03,CH1,12,RCP_A,489.21,86.55,62.6,1.5269,423.5,1.0641,702.69,53.61
SSN2026000387,LOT0071,PNL00290,OLED_A,CFG_LOW,2026-01-28,EQP05,CH3,3,RCP_A,526.38,75.53,47.39,1.4878,493.36,1.1118,694.06,48.442
SSN2026000388,LOT0076,PNL00043,OLED_C,CFG_STD,2026-02-04,EQP05,CH2,5,RCP_C,523.41,71.41,54.6,1.4595,382.36,1.1256,710.98,53.052
SSN2026000389,LOT0014,PNL00315,OLED_A,CFG_STD,2026-02-13,EQP01,CH4,3,RCP_A,509.22,73.82,67.61,1.4946,502.0,1.1349,707.57,51.534
SSN2026000390,LOT0064,PNL00130,OLED_A,CFG_STD,2026-02-25,EQP05,CH1,4,RCP_A,516.34,84.27,53.09,1.4407,472.49,1.0082,683.14,53.334
SSN2026000391,LOT0016,PNL00172,OLED_B,CFG_HIGH,2026-03-31,EQP03,CH2,8,RCP_B,525.28,81.23,64.85,,428.84,1.0296,699.82,50.017
SSN2026000392,LOT0032,PNL00615,OLED_B,CFG_LOW,2026-01-31,EQP01,CH2,4,RCP_A,527.33,64.94,63.89,1.6594,425.88,0.8316,724.63,51.671
SSN2026000393,LOT0051,PNL00497,OLED_A,CFG_STD,2026-01-17,EQP05,CH2,4,RCP_A,516.65,78.93,56.01,1.5596,521.36,1.0143,734.65,51.615
SSN2026000394,LOT0062,PNL00094,OLED_A,CFG_HIGH,2026-03-30,EQP03,CH3,9,RCP_B,491.76,91.35,49.03,1.4219,504.4,1.1173,710.58,52.324
SSN2026000395,LOT0075,PNL00596,OLED_A,CFG_LOW,2026-01-14,EQP05,CH2,10,RCP_B,545.16,78.39,56.87,1.6568,450.82,1.1017,711.42,49.51
SSN2026000396,LOT0004,PNL00402,OLED_B,CFG_STD,2026-03-23,EQP01,CH1,3,RCP_B,530.05,80.68,71.43,1.5463,459.71,1.0231,701.34,52.709
SSN2026000397,LOT0017,PNL00612,OLED_A,CFG_STD,2026-01-13,EQP01,CH2,2,RCP_A,,90.34,55.25,1.4697,432.38,1.1659,697.94,47.993
SSN2026000398,LOT0024,PNL00523,OLED_A,CFG_HIGH,2026-02-02,EQP05,CH4,3,RCP_B,496.53,88.36,55.63,1.5078,459.72,0.9993,687.93,50.231
SSN2026000399,LOT0027,PNL00238,OLED_A,CFG_HIGH,2026-03-31,EQP02,CH4,7,RCP_C,508.08,90.17,54.51,1.5344,431.41,0.9727,672.64,48.531
SSN2026000400,LOT0085,PNL00374,OLED_B,CFG_STD,2026-01-15,EQP03,CH2,12,RCP_A,500.55,59.82,66.68,1.424,452.25,0.9925,693.14,53.074
SSN2026000401,LOT0067,PNL00372,OLED_A,CFG_LOW,2026-01-15,EQP04,CH2,2,RCP_A,510.28,95.87,58.66,1.3884,518.36,0.9402,731.7,
SSN2026000402,LOT0028,PNL00504,OLED_C,CFG_STD,2026-02-24,EQP05,CH1,1,RCP_A,516.89,87.09,56.56,2.0758,451.65,1.0798,699.81,52.366
SSN2026000403,LOT0083,PNL00174,OLED_A,CFG_LOW,2026-01-18,EQP02,CH4,7,RCP_B,503.94,101.69,67.77,1.5785,418.32,1.0531,701.7,54.299
SSN2026000404,LOT0043,PNL00233,OLED_B,CFG_LOW,2026-01-03,EQP04,CH3,12,RCP_A,487.14,75.74,63.19,1.5023,407.18,1.0788,701.23,50.9
SSN2026000405,LOT0043,PNL00172,OLED_A,CFG_HIGH,2026-03-04,EQP04,CH3,7,RCP_B,519.17,67.89,54.94,1.6831,459.45,0.9969,739.87,52.658
SSN2026000406,LOT0037,PNL00208,OLED_A,CFG_STD,2026-03-28,EQP04,CH4,12,RCP_C,491.47,82.06,53.27,1.3899,428.37,1.0254,687.72,51.625
SSN2026000407,LOT0013,PNL00113,OLED_A,CFG_STD,2026-03-10,EQP03,CH1,8,RCP_A,507.34,79.8,66.37,1.4638,463.63,0.8557,716.65,51.336
SSN2026000408,LOT0080,PNL00026,OLED_C,CFG_STD,2026-03-28,EQP01,CH3,1,RCP_B,491.51,87.23,60.09,1.6367,398.32,1.0601,708.36,53.983
SSN2026000409,LOT0002,PNL00658,OLED_C,CFG_STD,2026-02-17,EQP02,CH1,6,RCP_A,500.97,90.6,51.48,1.335,479.16,1.0379,711.63,55.456
SSN2026000410,LOT0015,PNL00052,OLED_A,CFG_HIGH,2026-02-25,EQP03,CH1,10,RCP_A,516.44,81.3,50.19,,417.89,0.942,715.86,50.68
SSN2026000411,LOT0020,PNL00621,OLED_A,CFG_STD,2026-03-30,EQP03,CH2,7,RCP_B,522.69,80.07,53.86,1.5093,456.62,1.0216,711.37,53.084
SSN2026000412,LOT0024,PNL00003,OLED_C,CFG_STD,2026-02-15,EQP01,CH2,3,RCP_A,492.39,86.18,53.18,1.6227,443.16,1.0094,729.03,52.106
SSN2026000413,LOT0012,PNL00544,OLED_B,CFG_STD,2026-01-04,EQP04,CH4,3,RCP_C,481.31,79.95,48.75,1.5356,515.14,1.1711,709.3,52.129
SSN2026000414,LOT0002,PNL00230,OLED_A,CFG_STD,2026-01-22,EQP03,CH2,8,RCP_B,513.25,79.28,53.95,1.6497,461.0,0.9451,751.87,51.97
SSN2026000415,LOT0058,PNL00362,OLED_A,CFG_STD,2026-02-25,EQP04,CH4,6,RCP_A,513.98,90.3,54.95,1.3272,523.09,1.0565,711.07,50.867
SSN2026000416,LOT0083,PNL00198,OLED_B,CFG_HIGH,2026-03-19,EQP03,CH3,7,RCP_A,511.48,92.08,57.46,1.5076,474.63,0.9427,669.12,44.689
SSN2026000417,LOT0011,PNL00343,OLED_B,CFG_HIGH,2026-02-24,EQP02,CH3,5,RCP_A,496.81,90.67,69.31,1.3787,504.89,0.9854,725.32,54.416
SSN2026000418,LOT0026,PNL00316,OLED_B,CFG_STD,2026-02-06,EQP01,CH4,5,RCP_C,504.77,80.65,58.53,1.4656,447.69,1.0521,719.41,50.18
SSN2026000419,LOT0044,PNL00371,OLED_C,CFG_LOW,2026-01-29,EQP01,CH2,8,RCP_B,537.04,64.88,59.08,1.3222,467.09,1.0131,710.78,51.041
SSN2026000420,LOT0079,PNL00275,OLED_B,CFG_LOW,2026-03-03,EQP03,CH2,1,RCP_A,508.28,80.81,62.8,1.3351,497.65,1.0295,703.77,51.081
SSN2026000421,LOT0060,PNL00376,OLED_A,CFG_STD,2026-03-22,EQP02,CH1,6,RCP_B,486.87,75.94,58.69,,486.67,1.0566,659.25,50.011
SSN2026000422,LOT0066,PNL00577,OLED_B,CFG_HIGH,2026-01-26,EQP04,CH2,5,RCP_B,516.25,80.96,62.2,1.6443,473.58,0.9905,663.28,51.956
SSN2026000423,LOT0050,PNL00304,OLED_A,CFG_STD,2026-02-19,EQP04,CH4,10,RCP_B,545.7,76.63,61.54,1.5575,443.52,1.1007,749.54,51.416
SSN2026000424,LOT0036,PNL00253,OLED_A,CFG_STD,2026-02-08,EQP02,CH2,9,RCP_A,484.4,81.83,60.67,1.411,449.44,1.0056,695.95,50.139
SSN2026000425,LOT0017,PNL00093,OLED_A,CFG_STD,2026-01-23,EQP04,CH2,6,RCP_A,505.48,73.69,75.22,1.3899,494.82,1.0222,733.17,51.784
SSN2026000426,LOT0074,PNL00252,OLED_A,CFG_STD,2026-02-06,EQP03,CH1,4,RCP_A,501.38,71.75,65.01,1.544,502.11,1.0589,671.53,51.437
SSN2026000427,LOT0069,PNL00088,OLED_B,CFG_LOW,2026-01-08,EQP05,CH2,3,RCP_A,506.53,91.78,54.05,1.4788,434.25,1.0482,684.88,53.263
SSN2026000428,LOT0003,PNL00128,OLED_A,CFG_LOW,2026-02-17,EQP05,CH3,3,RCP_A,508.11,74.24,62.04,1.7056,428.97,1.0815,726.29,48.953
SSN2026000429,LOT0061,PNL00666,OLED_A,CFG_HIGH,2026-01-10,EQP05,CH2,4,RCP_A,523.24,82.0,55.65,1.4978,423.36,1.0554,707.54,49.97
SSN2026000430,LOT0008,PNL00063,OLED_B,CFG_STD,2026-02-12,EQP01,CH3,10,RCP_A,506.36,89.64,62.45,1.527,484.04,1.0675,722.9,52.878
SSN2026000431,LOT0063,PNL00337,OLED_B,CFG_STD,2026-03-22,EQP03,CH3,1,RCP_A,525.44,89.31,52.44,1.3534,422.47,1.004,709.67,50.284
SSN2026000432,LOT0071,PNL00584,OLED_B,CFG_LOW,2026-01-14,EQP01,CH4,1,RCP_A,503.12,88.36,53.91,1.4767,483.62,0.9445,705.02,49.784
SSN2026000433,LOT0012,PNL00667,OLED_C,CFG_STD,2026-01-23,EQP05,CH1,7,RCP_C,494.4,84.42,61.89,1.4912,474.1,0.9158,693.68,50.378
SSN2026000434,LOT0037,PNL00103,OLED_B,CFG_STD,2026-03-06,EQP04,CH3,3,RCP_B,502.29,87.79,65.49,1.5553,435.92,0.8963,681.34,51.308
SSN2026000435,LOT0011,PNL00115,OLED_A,CFG_STD,2026-03-23,EQP02,CH1,10,RCP_A,475.93,92.98,62.76,1.4617,509.74,1.171,743.66,51.315
SSN2026000436,LOT0049,PNL00261,OLED_B,CFG_STD,2026-03-28,EQP04,CH2,10,RCP_B,517.41,85.4,,1.6392,403.82,0.853,747.62,51.101
SSN2026000437,LOT0079,PNL00388,OLED_B,CFG_STD,2026-01-11,EQP03,CH3,10,RCP_A,537.86,67.3,62.06,1.7018,513.08,1.1255,685.07,49.546
SSN2026000438,LOT0007,PNL00671,OLED_A,CFG_STD,2026-01-22,EQP03,CH3,6,RCP_C,507.33,77.77,60.95,1.4874,466.16,0.9643,683.5,52.969
SSN2026000439,LOT0034,PNL00146,OLED_A,CFG_HIGH,2026-03-30,EQP03,CH1,6,RCP_B,523.99,87.57,57.23,1.7373,382.43,1.1249,701.65,54.02
SSN2026000440,LOT0083,PNL00115,OLED_A,CFG_STD,2026-02-15,EQP05,CH4,6,RCP_B,506.39,76.98,64.47,1.6746,510.72,0.8538,718.17,47.87
SSN2026000441,LOT0026,PNL00177,OLED_B,CFG_STD,2026-03-17,EQP04,CH1,3,RCP_C,496.09,94.96,65.64,1.6001,489.03,1.0112,705.64,48.548
SSN2026000442,LOT0012,PNL00612,OLED_A,CFG_STD,2026-01-02,EQP03,CH3,7,RCP_C,515.75,81.49,59.65,1.3968,440.01,1.1463,721.99,53.405
SSN2026000443,LOT0042,PNL00022,OLED_A,CFG_STD,2026-01-11,EQP04,CH4,11,RCP_C,532.14,82.68,59.36,1.4452,421.23,1.0871,708.82,54.483
SSN2026000444,LOT0044,PNL00266,OLED_C,CFG_LOW,2026-01-19,EQP01,CH3,4,RCP_A,528.81,91.0,68.75,1.4957,400.08,1.003,707.25,47.455
SSN2026000445,LOT0057,PNL00084,OLED_C,CFG_STD,2026-01-08,EQP02,CH4,1,RCP_A,517.88,80.54,59.89,1.5856,539.54,0.8746,767.91,53.049
SSN2026000446,LOT0027,PNL00110,OLED_A,CFG_HIGH,2026-03-22,EQP01,CH3,7,RCP_B,513.56,83.41,60.42,1.6951,422.68,0.9242,697.4,54.612
SSN2026000447,LOT0082,PNL00641,OLED_C,CFG_HIGH,2026-03-14,EQP05,CH4,5,RCP_A,508.36,89.19,62.66,1.535,410.77,1.1411,749.36,49.861
SSN2026000448,LOT0045,PNL00002,OLED_A,CFG_STD,2026-02-05,EQP01,CH3,10,RCP_B,500.94,70.22,59.46,1.7052,464.38,1.0021,744.72,54.501
SSN2026000449,LOT0025,PNL00225,OLED_C,CFG_HIGH,2026-01-08,EQP05,CH3,11,RCP_B,489.83,79.72,55.49,1.5324,397.67,1.0243,722.1,51.162
SSN2026000450,LOT0082,PNL00640,OLED_C,CFG_HIGH,2026-01-10,EQP05,CH1,12,RCP_A,486.97,88.63,62.08,1.6262,420.65,1.0527,663.77,52.098
SSN2026000451,LOT0079,PNL00426,OLED_A,CFG_STD,2026-01-24,EQP05,CH3,5,RCP_A,505.8,82.52,59.79,1.6419,489.82,0.9258,710.75,50.133
SSN2026000452,LOT0043,PNL00051,OLED_B,CFG_STD,2026-03-07,EQP04,CH1,11,RCP_B,508.33,93.74,70.13,1.6813,471.25,1.0626,697.65,53.402
SSN2026000453,LOT0003,PNL00326,OLED_C,CFG_STD,2026-03-14,EQP03,CH4,2,RCP_A,481.49,69.39,64.34,1.5361,441.48,0.9964,710.48,53.085
SSN2026000454,LOT0051,PNL00679,OLED_C,CFG_LOW,2026-02-18,EQP05,CH1,5,RCP_B,512.4,68.48,56.72,1.6856,455.64,1.0535,684.49,54.777
SSN2026000455,LOT0048,PNL00280,OLED_C,CFG_HIGH,2026-03-23,EQP05,CH1,4,RCP_B,507.91,88.16,64.01,1.4927,439.51,0.9838,728.15,54.237
SSN2026000456,LOT0013,PNL00370,OLED_B,CFG_LOW,2026-03-25,EQP05,CH4,12,RCP_A,486.23,88.93,61.69,1.5438,452.83,0.9042,733.64,51.483
SSN2026000457,LOT0054,PNL00372,OLED_A,CFG_LOW,2026-03-11,EQP04,CH1,8,RCP_B,507.08,80.45,67.2,1.6361,428.34,0.9958,738.08,57.406
SSN2026000458,LOT0072,PNL00462,OLED_C,CFG_STD,2026-01-08,EQP04,CH2,5,RCP_B,507.86,85.2,57.12,1.4405,434.69,1.0813,700.83,54.067
SSN2026000459,LOT0010,PNL00131,OLED_B,CFG_HIGH,2026-03-22,EQP04,CH3,2,RCP_B,503.13,87.96,61.04,1.657,433.63,1.0615,684.57,52.527
SSN2026000460,LOT0062,PNL00587,OLED_B,CFG_STD,2026-03-23,EQP05,,10,RCP_A,519.83,75.49,59.45,1.3701,429.59,1.0325,718.44,49.605
SSN2026000461,LOT0012,PNL00692,OLED_A,CFG_HIGH,2026-02-20,EQP03,CH1,8,RCP_B,,76.35,60.32,1.5486,491.54,1.1019,752.15,48.593
SSN2026000462,LOT0064,PNL00100,OLED_B,CFG_STD,2026-02-23,EQP03,CH2,11,RCP_B,481.23,83.52,79.13,2.0248,481.95,1.0137,711.67,48.754
SSN2026000463,LOT0036,PNL00572,OLED_A,CFG_STD,2026-03-12,EQP05,CH1,6,RCP_A,505.05,89.23,63.17,1.4323,422.37,1.0345,720.86,49.726
SSN2026000464,LOT0001,PNL00572,OLED_B,CFG_HIGH,2026-02-23,EQP02,CH1,2,RCP_B,514.54,72.67,62.3,1.6099,413.2,0.9916,704.36,54.117
SSN2026000465,LOT0083,PNL00519,OLED_A,CFG_HIGH,2026-01-31,EQP04,CH1,5,RCP_C,506.47,80.42,67.07,1.478,449.5,1.1065,697.92,52.425
SSN2026000466,LOT0015,PNL00260,OLED_B,CFG_HIGH,2026-03-04,EQP01,CH2,8,RCP_A,496.38,80.05,59.94,1.4216,530.44,1.0533,725.8,50.335
SSN2026000467,LOT0051,PNL00328,OLED_C,CFG_STD,2026-03-12,EQP03,CH2,3,RCP_B,498.31,85.34,57.73,1.6682,419.03,0.9854,707.45,51.242
SSN2026000468,LOT0016,PNL00587,OLED_B,CFG_STD,2026-01-13,EQP01,,1,RCP_C,499.88,81.93,64.34,1.3783,449.36,0.9109,719.68,51.01
SSN2026000469,LOT0080,PNL00107,OLED_B,CFG_LOW,2026-03-03,EQP05,CH3,10,,492.93,77.63,55.63,1.7446,458.11,1.1184,722.18,53.02
SSN2026000470,LOT0063,PNL00580,OLED_A,CFG_STD,2026-01-16,EQP05,CH3,7,RCP_A,529.82,91.99,65.97,1.5069,451.2,0.9705,718.34,49.83
SSN2026000471,LOT0069,PNL00644,OLED_C,CFG_STD,2026-02-21,EQP02,CH1,5,RCP_B,507.81,77.69,65.96,1.4594,438.96,1.0358,723.39,52.164
SSN2026000472,LOT0037,PNL00477,OLED_B,CFG_STD,2026-01-10,EQP01,CH2,7,RCP_C,499.15,79.66,66.92,1.3519,495.43,1.2182,689.53,52.07
SSN2026000473,LOT0040,PNL00239,OLED_A,CFG_STD,2026-03-31,EQP04,CH4,9,RCP_B,552.61,69.27,62.07,1.7377,470.91,1.0941,688.06,
SSN2026000474,LOT0054,PNL00391,OLED_A,CFG_STD,2026-03-02,EQP05,CH3,1,RCP_A,501.88,76.29,57.32,1.4709,484.6,1.1589,708.98,54.517
SSN2026000475,LOT0067,PNL00036,OLED_A,CFG_STD,2026-02-12,EQP02,CH2,6,RCP_A,513.9,86.13,60.6,1.3563,475.63,0.987,709.55,50.938
SSN2026000476,LOT0072,PNL00652,OLED_B,CFG_HIGH,2026-02-15,EQP05,CH2,4,RCP_B,523.34,84.56,62.09,1.7024,486.29,1.1157,697.46,49.614
SSN2026000477,LOT0002,PNL00240,OLED_C,CFG_LOW,2026-02-25,EQP03,CH1,2,RCP_A,516.7,86.8,56.92,1.8901,510.45,1.0321,715.78,53.12
SSN2026000478,LOT0057,PNL00040,OLED_B,CFG_LOW,2026-01-12,EQP03,CH4,1,RCP_A,509.63,86.41,67.33,1.5984,501.59,1.0593,731.8,51.604
SSN2026000479,LOT0010,PNL00556,OLED_A,CFG_STD,2026-02-15,EQP02,CH4,6,RCP_A,508.1,98.7,63.19,1.6323,536.37,1.1917,738.5,52.276
SSN2026000480,LOT0025,PNL00460,OLED_C,CFG_STD,2026-03-06,EQP02,CH4,7,RCP_B,514.61,76.02,55.09,1.6329,497.61,1.0077,743.89,49.249
SSN2026000481,LOT0071,PNL00436,OLED_A,CFG_HIGH,2026-01-24,EQP02,CH1,7,RCP_A,495.78,69.04,70.36,1.8075,431.57,1.0315,678.44,53.044
SSN2026000482,LOT0022,PNL00038,OLED_C,CFG_LOW,2026-02-13,EQP01,CH2,10,RCP_C,505.21,73.6,60.54,1.263,484.66,0.9577,682.09,55.628
SSN2026000483,LOT0068,PNL00525,OLED_A,CFG_STD,2026-01-30,EQP02,CH1,6,RCP_B,545.46,76.37,53.98,1.5018,479.87,1.1011,703.05,49.101
SSN2026000484,LOT0040,PNL00446,OLED_B,CFG_HIGH,2026-01-15,EQP02,CH2,8,RCP_C,519.37,74.21,55.43,1.4393,522.21,0.9851,711.93,52.173
SSN2026000485,LOT0020,PNL00555,OLED_C,CFG_HIGH,2026-03-30,EQP01,CH2,10,RCP_C,504.86,82.75,68.18,1.7413,421.15,1.1118,704.28,50.008
SSN2026000486,LOT0029,PNL00579,OLED_A,CFG_HIGH,2026-02-23,EQP02,CH3,8,RCP_A,518.69,92.02,70.04,1.7358,474.53,0.898,696.74,56.61
SSN2026000487,LOT0046,PNL00149,OLED_B,CFG_HIGH,2026-02-05,EQP01,CH1,11,RCP_B,499.09,94.32,65.55,1.7546,431.16,1.0739,702.69,53.855
SSN2026000488,LOT0066,PNL00148,OLED_C,CFG_STD,2026-01-31,EQP01,CH4,3,RCP_A,500.83,86.03,67.26,1.4247,472.94,0.9785,721.6,52.036
SSN2026000489,LOT0052,PNL00646,OLED_A,CFG_STD,2026-03-03,EQP04,CH1,10,RCP_C,515.17,99.13,66.69,1.3887,447.48,1.0884,678.09,49.167
SSN2026000490,LOT0080,PNL00372,OLED_A,CFG_HIGH,2026-01-10,EQP01,CH1,9,RCP_A,528.79,79.15,63.06,1.4206,471.78,1.0289,766.24,49.626
SSN2026000491,LOT0074,PNL00307,OLED_B,CFG_STD,2026-02-21,EQP02,CH4,7,RCP_B,500.67,68.94,61.81,1.506,405.64,0.9872,710.5,52.918
SSN2026000492,LOT0065,PNL00201,OLED_A,CFG_LOW,2026-01-21,EQP04,CH3,1,RCP_C,492.26,90.43,62.97,1.6491,482.76,0.9991,735.22,48.911
SSN2026000493,LOT0052,PNL00447,OLED_A,CFG_HIGH,2026-03-22,EQP01,CH2,7,RCP_A,539.9,67.29,64.05,1.4907,462.21,0.962,696.08,48.971
SSN2026000494,LOT0025,PNL00528,OLED_B,CFG_STD,2026-03-12,EQP04,CH3,11,RCP_C,501.54,75.96,55.92,1.4566,460.33,1.097,723.78,51.517
SSN2026000495,LOT0036,PNL00002,OLED_B,CFG_HIGH,2026-03-10,EQP01,CH1,8,RCP_A,534.17,86.16,64.03,1.6129,523.26,0.9461,712.4,51.753
SSN2026000496,LOT0011,PNL00387,OLED_A,CFG_HIGH,2026-01-14,EQP01,CH1,1,RCP_A,508.31,81.18,68.02,1.3204,441.61,1.0086,730.56,52.222
SSN2026000497,LOT0032,PNL00695,OLED_A,CFG_HIGH,2026-01-08,EQP01,CH2,4,RCP_A,508.94,80.47,58.86,1.5263,466.98,1.0576,705.23,50.665
SSN2026000498,LOT0079,PNL00197,OLED_C,CFG_STD,2026-02-11,EQP05,CH2,7,RCP_A,500.11,72.55,58.28,1.3884,458.51,1.1591,747.24,53.248
SSN2026000499,LOT0037,PNL00197,OLED_B,CFG_LOW,2026-02-01,EQP01,CH3,10,RCP_B,528.08,81.91,62.62,1.9847,461.93,1.0293,674.19,49.863
SSN2026000500,LOT0010,PNL00614,OLED_C,CFG_STD,2026-03-07,EQP01,CH1,6,RCP_C,521.72,90.03,56.43,1.3996,532.76,1.0106,732.78,52.691
SSN2026000501,LOT0056,PNL00044,OLED_A,CFG_STD,2026-03-06,EQP05,CH3,11,RCP_A,488.44,82.16,52.76,1.4434,457.23,1.0519,712.85,51.907
SSN2026000502,LOT0082,PNL00278,OLED_C,CFG_STD,2026-02-05,EQP04,CH3,10,RCP_B,507.36,75.36,66.31,1.6271,435.15,0.8641,685.56,52.641
SSN2026000503,LOT0074,PNL00321,OLED_B,CFG_HIGH,2026-01-15,EQP03,CH1,4,RCP_C,514.64,72.02,57.52,1.4965,520.48,0.9341,756.85,53.746
SSN2026000504,LOT0024,PNL00558,OLED_A,CFG_HIGH,2026-01-30,EQP01,CH1,3,RCP_B,510.93,75.52,60.1,1.5736,444.23,1.0,754.37,50.635
